"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
9.63,5.38,208,1,70.63,38.34,"Beta","database","media","success"
7.61,1.74,209,0,80.06,6.38,"Beta","ui","media","rolled_back"
12.4,2.52,229,1,96.94,5.24,"Alpha","ui","media","success"
12.62,16.92,225,1,42.66,14.17,"Beta","ui","media","success"
12.07,16.15,205,3,65.53,6.2,"Alpha","api","media","success"
9.87,8.58,240,2,45.27,0.86,"Beta","database","media","success"
9.81,8.04,203,2,60.5,7.35,"Gamma","api","baja","success"
5.21,4.2,246,2,88.04,42.02,"Alpha","auth","baja","success"
9.97,NA,220,4,65.08,14.85,"Alpha","ui","baja","failed"
6.81,11.1,191,1,85.56,70.67,"Beta","auth","baja","success"
9.79,3.96,219,NA,67.2,8.21,"Alpha","database","baja","rolled_back"
10.6,1.76,227,1,81.05,10.01,"Beta","auth","baja","success"
9.93,8.54,218,1,52.52,21.06,"Alpha","auth","baja","success"
7.51,8,205,3,80.97,32.23,"Delta","ui","baja","success"
13.91,7.42,221,1,84.03,68.16,"Gamma","ui","alta","success"
9.17,5.67,215,1,89.99,4.44,"Delta","api","baja","success"
15.98,7.7,215,1,67.49,3.74,"Gamma","api","alta","success"
12.58,10.51,192,0,86.45,11.38,"Gamma","database","media","success"
6.45,4.43,249,1,50.18,10.94,"Alpha","api","baja","success"
17.33,5.71,241,1,52.77,38.99,"Gamma","notifications","media","success"
11.72,4.36,222,2,66.54,6.95,"Beta","api","baja","success"
7.54,4.02,202,0,74.17,2.82,"Beta","ui","media","success"
5.55,3.55,222,2,92.28,19.62,"Beta","ui","alta","success"
21.31,3.7,223,4,72.02,134.26,"Alpha","api","media","success"
15.82,7.1,200,1,52.43,24.03,"Delta","auth","media","success"
8.3,13.38,213,2,72.98,5.58,"Gamma","api","media","success"
6.28,7.13,212,0,55.56,13.56,"Beta","auth","crítica","success"
14.6,6.05,190,2,81.15,11.5,"Alpha","api","baja","success"
7.73,1.99,220,2,89.36,10.94,"Beta","api","media","success"
11.09,11.71,195,0,66.87,48.9,"Alpha","payments","baja","success"
11.36,1.72,223,1,53.85,8.2,"Alpha","payments","baja","success"
11.86,3.57,222,3,59.07,11.56,"Beta","database","media","success"
6.29,2.27,237,2,93.08,34.69,"Beta","payments","media","success"
7.62,4.94,209,0,98.05,31.4,"Alpha","auth","baja","success"
9.56,2.84,228,1,72.23,6.47,"Alpha","api","media","success"
20.59,9.44,227,1,79.11,19.7,"Gamma","api","baja","success"
7.6,2,221,0,92.6,3.01,"Gamma","api","media","success"
14.46,8.35,215,0,71.83,44.62,"Delta","auth","media","success"
13.06,NA,214,1,82.36,36.88,"Beta","ui","alta","failed"
21.94,5.51,228,0,86.06,37.46,"Alpha","ui","crítica","success"
10.38,3.64,206,2,55.02,5.37,"Gamma","api","alta","success"
6.15,4.26,221,2,76.27,48.37,"Alpha","api","baja","success"
9.28,NA,200,5,77.37,104.42,"Beta","payments","alta","failed"
16.6,6.2,229,1,82.4,0.95,"Beta","ui","baja","success"
6.5,3,236,0,56.21,12.65,"Beta","database","media","success"
13.9,2.08,239,0,94.67,13.12,"Alpha","ui","media","success"
20.39,2.79,204,2,86.93,0.83,"Delta","database","baja","success"
19.13,4.22,209,1,74.19,2.76,"Gamma","auth","baja","success"
9.72,14.1,222,3,88.29,2.92,"Alpha","auth","alta","success"
7.18,4.19,220,1,87.37,11.62,"Beta","api","alta","success"
4.62,8.2,218,1,83.27,2.67,"Beta","database","alta","success"
5.35,3.05,191,1,90.46,4.13,"Beta","api","baja","success"
19.32,5.09,229,2,90.8,10.51,"Alpha","auth","media","success"
9.46,6.39,208,0,65.99,5.26,"Gamma","auth","baja","success"
8.39,1.9,249,0,70.77,38.07,"Delta","auth","media","success"
16.48,5.98,184,1,81.49,38.62,"Gamma","api","baja","success"
12.29,6.79,231,1,75.42,10.59,"Alpha","notifications","media","success"
15.27,5.61,230,0,64.69,15.93,"Alpha","auth","baja","success"
8.26,5.51,210,2,78.39,6.8,"Beta","api","media","success"
12.87,NA,213,2,74.2,NA,"Delta","api","alta","failed"
11.74,3.3,244,0,83.7,42.45,"Delta","ui","media","success"
9.9,6.08,231,0,84.32,37.17,"Beta","ui","crítica","success"
7.01,3.91,232,5,78.21,31.88,"Gamma","ui","baja","success"
4.61,5,212,1,69.71,10.68,"Gamma","api","alta","success"
8.38,3.52,228,3,95.41,NA,"Gamma","payments","baja","rolled_back"
9.54,7.55,200,1,51.52,5.39,"Delta","auth","baja","success"
16.67,3.69,230,0,60.84,2.79,"Alpha","auth","media","success"
15.08,7.11,220,1,88.53,3.98,"Gamma","database","baja","success"
8.5,3.64,235,3,84.69,7.59,"Alpha","api","media","success"
10.76,11.58,230,2,87.24,8.05,"Gamma","database","media","success"
12.33,2.83,213,0,90.08,12.44,"Beta","ui","baja","success"
10.32,13.07,239,1,62.33,59.04,"Beta","api","baja","success"
10.29,8.09,230,2,81.8,23.98,"Delta","notifications","media","success"
8.8,4.84,242,5,77.86,42.23,"Beta","ui","crítica","success"
10.9,10.25,230,2,64.54,50.69,"Alpha","notifications","media","success"
4.09,5.27,219,3,50.76,5.57,"Beta","auth","media","success"
6.05,1.28,208,2,91.7,2.56,"Gamma","api","media","success"
7.12,4.9,243,2,76.41,37.08,"Delta","auth","media","success"
25.75,2.9,253,1,96.74,1.99,"Beta","ui","media","success"
10.25,4.86,209,1,72.88,19.2,"Gamma","notifications","media","success"
5.22,4.41,244,0,85.37,47.57,"Beta","payments","baja","success"
6.86,5.5,224,0,68.12,41.32,"Alpha","auth","baja","success"
14.54,2.57,229,3,95.42,15.91,"Alpha","auth","media","success"
5.06,12.65,229,1,70.75,26.45,"Delta","ui","alta","success"
5.14,3.56,219,4,66.12,13.49,"Gamma","database","media","success"
8.35,5.61,236,2,80.54,16.14,"Gamma","payments","baja","success"
8.58,15.26,213,0,77.52,19.86,"Delta","ui","media","success"
10.17,6.84,223,1,76.7,2.89,"Gamma","database","baja","success"
6.3,1.78,225,1,91.57,29.21,"Gamma","payments","baja","success"
15.9,2.94,234,4,74.53,55.12,"Beta","ui","media","success"
20.07,17.31,209,0,77.35,25.48,"Gamma","auth","baja","success"
5.49,3.22,215,2,83.83,80.04,"Alpha","auth","alta","success"
13.36,3.11,216,1,76.47,10.13,"Delta","database","media","success"
11.91,14.27,206,2,83.19,2.58,"Gamma","ui","media","success"
7.76,7.76,236,1,76.94,35.92,"Alpha","api","baja","success"
9.12,10.26,214,1,76,16.98,"Beta","ui","media","success"
9.29,NA,233,2,81.96,25.22,"Alpha","api","media","failed"
5.43,2.37,214,1,90.14,40.35,"Gamma","api","baja","success"
10.43,8.26,220,0,90.46,13.04,"Delta","api","baja","rolled_back"
7.02,4.38,239,0,67.23,83.86,"Beta","database","media","success"
4.13,5.09,242,2,78.71,55.34,"Beta","api","baja","success"
9.39,8.37,209,1,92.16,24.7,"Gamma","auth","media","success"
11.01,4.1,221,1,86.43,20.2,"Gamma","notifications","media","success"
8.79,1.74,225,1,85.9,8.42,"Gamma","ui","media","success"
14.66,7.08,223,1,90.83,12.38,"Delta","auth","media","success"
17.59,9.89,228,1,79.26,1.43,"Gamma","ui","media","success"
11.34,4.56,230,1,77.09,1.68,"Delta","ui","alta","success"
13.57,6.26,212,2,62.1,11.94,"Beta","api","media","success"
8.73,12.04,254,3,72.29,31.07,"Beta","api","crítica","success"
11.22,NA,234,1,50.74,21.48,"Alpha","payments","media","failed"
29.75,9.03,214,0,64.8,11.19,"Gamma","auth","baja","success"
11.57,2.95,216,0,86.7,14.68,"Delta","api","baja","success"
18.91,3.03,219,3,91.23,5.63,"Alpha","auth","media","success"
4.95,15.6,208,0,NA,10.61,"Alpha","notifications","baja","success"
5.82,3.46,237,2,73.76,2.2,"Gamma","database","alta","success"
11.81,7.56,224,1,68.42,15.6,"Beta","auth","baja","success"
4.88,NA,223,1,74.08,16.49,"Delta","api","baja","failed"
15.44,2.04,212,0,77.04,21.8,"Delta","api","alta","success"
6.87,7.56,209,0,65.23,29.74,"Alpha","ui","media","success"
17.47,4.97,213,2,57.65,12.63,"Gamma","ui","alta","success"
10.24,7.75,239,1,71.91,64.81,"Alpha","notifications","media","success"
7.67,NA,196,2,75.83,20.72,"Alpha","api","media","failed"
7.64,8.93,212,1,84.94,2.27,"Alpha","payments","baja","success"
8.55,9.34,216,0,58.95,20.86,"Gamma","ui","baja","success"
6.52,2.44,205,4,68.31,32.07,"Gamma","api","baja","success"
12.8,2.4,178,0,74.46,77.73,"Alpha","notifications","crítica","success"
4.46,4.08,212,1,NA,94.25,"Alpha","auth","media","success"
8.45,NA,227,0,63.91,16.58,"Delta","api","crítica","failed"
8.29,6.13,236,2,75.04,29.14,"Beta","database","crítica","success"
8.79,3.93,213,2,91.96,10.51,"Alpha","ui","baja","success"
13.3,5.86,198,2,NA,42.41,"Gamma","notifications","alta","success"
4.87,4.02,217,0,73.55,45.89,"Gamma","payments","alta","success"
11.63,9.46,234,1,83.21,7.69,"Delta","ui","media","success"
5.86,6.29,204,4,62.43,1.63,"Alpha","ui","alta","success"
5.97,3.17,241,1,86.6,21.3,"Gamma","auth","media","success"
6.68,7.9,216,1,90.76,52.82,"Delta","api","baja","success"
21.69,6.56,220,1,92.74,6.64,"Alpha","auth","media","success"
6.99,4.37,198,3,61.71,5.02,"Delta","payments","alta","success"
12.3,5.95,199,4,85.09,5.21,"Delta","auth","baja","success"
13.13,NA,223,1,87.88,1.89,"Beta","api","crítica","failed"
3.81,NA,243,3,76.97,NA,"Beta","auth","baja","failed"
22.97,11.48,206,0,60.69,23.69,"Delta","api","baja","success"
7.03,5.2,215,2,91.69,46.02,"Alpha","api","alta","success"
20.59,4.31,223,1,91.99,57.87,"Beta","api","media","success"
7.28,NA,225,1,91.92,27.15,"Beta","api","media","failed"
11.83,3.75,222,0,57.67,18.08,"Alpha","ui","baja","success"
15.1,6.91,236,2,55.52,27.17,"Delta","notifications","media","success"
7.84,6.53,195,0,71.35,17.28,"Alpha","auth","baja","success"
6.29,7.67,231,2,64.99,6.95,"Beta","api","media","success"
11.9,13.05,214,1,76.23,12.77,"Beta","ui","alta","success"
3.24,4.97,227,1,55.7,3.49,"Beta","ui","media","success"
5.62,3.69,202,1,89.4,10.49,"Alpha","database","media","success"
9.73,5.79,242,1,69.69,5.49,"Gamma","ui","media","success"
16.26,8.45,226,3,96.69,10.26,"Gamma","ui","media","success"
7.95,7.16,246,1,78.78,12.62,"Beta","auth","baja","success"
4.86,10.9,207,0,81.63,10.59,"Alpha","ui","media","success"
19.32,3.53,217,0,81.19,21.56,"Gamma","auth","baja","success"
12.1,9.07,209,2,89.44,38.64,"Alpha","auth","alta","success"
9.79,4.52,191,1,73.36,13.18,"Gamma","api","baja","success"
7.88,2.86,229,0,76.18,24.28,"Gamma","payments","media","success"
19.88,8.97,215,0,74.2,14.14,"Alpha","ui","baja","success"
13.06,3.15,198,NA,94.77,7.4,"Gamma","auth","baja","rolled_back"
8.58,2.94,247,0,83.65,27.97,"Gamma","api","alta","rolled_back"
6.45,15.6,189,3,46.55,16.47,"Delta","database","baja","success"
25.23,14.72,223,4,86.37,23.87,"Beta","notifications","baja","success"
9.15,3.94,238,2,93.76,30.71,"Beta","database","media","success"
8.57,3.49,212,1,84.5,43.52,"Beta","database","baja","success"
12.28,1.7,209,2,50.11,14.07,"Beta","auth","baja","success"
10.95,4.51,220,1,66.08,1.7,"Delta","auth","baja","success"
16.55,3.12,220,0,94.76,4.33,"Alpha","notifications","baja","success"
10.08,4.22,217,2,46.64,52.91,"Alpha","auth","baja","success"
11.82,4.2,215,2,77.41,6,"Alpha","notifications","media","success"
6.84,3.11,225,1,85.14,5.08,"Alpha","api","alta","success"
11.3,2.47,242,NA,53.08,28.89,"Beta","api","alta","rolled_back"
6.77,1.82,220,3,81.27,5.43,"Gamma","notifications","baja","success"
25.45,3.43,217,NA,69.93,39.09,"Gamma","ui","media","rolled_back"
8.98,9.12,211,1,68.59,21.65,"Beta","ui","crítica","success"
7.14,4.11,226,0,92.03,31.93,"Beta","auth","baja","success"
5.43,10.99,230,2,77.7,9.98,"Delta","database","crítica","success"
9.39,NA,239,0,63.57,60.43,"Beta","ui","media","failed"
2.35,1.5,197,0,96.54,86.98,"Delta","auth","media","success"
9.41,2.42,221,2,42.61,13.51,"Gamma","api","crítica","success"
6.67,2.77,219,1,74.56,16.41,"Beta","payments","baja","success"
2.75,NA,229,0,33.47,39.39,"Alpha","auth","media","failed"
4.38,3.33,227,1,75.6,6.57,"Beta","api","baja","success"
10.43,3.47,221,1,80.53,70.96,"Gamma","notifications","baja","success"
17.73,5.03,219,0,79.69,27.89,"Delta","auth","media","success"
19.95,8.88,207,0,69.9,32.15,"Alpha","api","media","success"
19.83,6.17,203,2,67.86,70.01,"Alpha","auth","media","success"
10.58,6.94,192,0,64.33,43.05,"Gamma","notifications","baja","success"
8.01,14.14,200,1,62.63,39.53,"Delta","payments","alta","success"
8.22,6.89,216,4,81.36,102.89,"Gamma","ui","baja","success"
13.74,7.59,244,1,66.9,52.12,"Alpha","ui","crítica","success"
11.94,3.52,234,0,68.35,3.24,"Gamma","api","media","success"
14.45,11.28,211,0,84.87,21.86,"Gamma","ui","media","success"
13.21,3.34,226,2,73.73,14.51,"Alpha","database","baja","success"
9.28,2.73,251,0,84.1,10.27,"Beta","database","media","success"
10.8,NA,194,1,74.03,2.26,"Alpha","ui","media","failed"
13.79,NA,227,1,84.82,26.01,"Alpha","auth","alta","failed"
17.88,4.15,238,0,NA,70.55,"Alpha","auth","media","success"
17.63,NA,198,3,88.08,NA,"Gamma","notifications","alta","failed"
11.99,1.49,223,1,71.6,83.92,"Alpha","ui","media","success"
4.35,7.34,229,0,90.5,8.74,"Delta","auth","baja","success"
5.99,7.31,221,4,82.85,4.57,"Gamma","notifications","media","rolled_back"
10.34,5.27,223,1,63.16,2.74,"Beta","api","media","success"
6.22,4.72,195,1,84.86,11.07,"Delta","api","media","success"
12.74,2.68,202,4,83.76,10.95,"Gamma","payments","media","success"
9.61,14.14,219,1,81.59,40.15,"Beta","auth","media","success"
17.53,6.77,198,2,73.28,27.01,"Gamma","payments","media","success"
5.06,5.32,196,0,73.38,19.96,"Beta","ui","baja","success"
6.05,1.95,214,2,78.75,35.25,"Beta","payments","baja","success"
14.38,8.53,221,3,58.83,1.83,"Alpha","ui","media","success"
15.3,2.4,230,3,69.32,17.25,"Beta","api","media","success"
10.98,2.47,215,1,78.49,8.37,"Delta","api","baja","success"
11.09,5.39,252,NA,93.5,17.11,"Alpha","ui","alta","rolled_back"
9.68,8.47,212,2,72.46,8.59,"Delta","api","media","success"
17.46,5.02,220,0,52.43,15.63,"Gamma","auth","baja","success"
12.95,4.61,218,4,80.07,27.56,"Alpha","api","crítica","success"
11.3,6.91,214,1,67.29,24.73,"Delta","ui","alta","success"
9.65,5.62,220,0,61.09,53.18,"Gamma","auth","alta","success"
7.9,4.73,235,1,78.09,17.99,"Gamma","auth","media","success"
6.36,3.03,240,2,83.87,106.4,"Alpha","auth","baja","success"
14.77,9.37,219,2,91.38,31.5,"Gamma","api","alta","success"
9.8,6.86,224,1,52.87,1.73,"Alpha","notifications","baja","success"
12.31,7.85,207,1,80.95,25.93,"Beta","api","media","success"
6.73,8.5,220,3,93.79,42.52,"Alpha","api","media","success"
9.77,6.94,223,0,74.89,73.42,"Delta","auth","media","success"
10.35,2.03,226,0,78.31,0.89,"Alpha","ui","media","success"
12.2,6.66,210,2,75.67,9.06,"Alpha","api","media","success"
11.59,NA,195,0,89.52,NA,"Beta","api","media","failed"
4.91,8.75,224,2,57.57,30.21,"Gamma","auth","alta","success"
10.32,3.5,234,1,65.7,5.14,"Gamma","notifications","baja","success"
5.96,3.84,231,0,91.26,12.15,"Alpha","api","baja","success"
6.21,NA,244,2,75.96,NA,"Gamma","notifications","media","failed"
7.48,1.32,201,1,67.83,11.51,"Alpha","ui","crítica","success"
11.09,0.9,220,2,84.97,4.18,"Beta","notifications","media","success"
13.47,7.43,216,0,96.18,8.1,"Beta","auth","media","success"
9.04,11.31,222,0,67.86,36.19,"Gamma","api","baja","success"
5.35,3.16,203,0,84.93,11.48,"Gamma","payments","media","success"
8.86,10.84,212,1,98.2,18.52,"Alpha","ui","alta","success"
8.88,2.28,220,1,81.53,2.02,"Delta","database","media","success"
13.29,NA,204,2,83.99,NA,"Delta","auth","media","failed"
16.32,2.52,225,NA,75.38,0.95,"Gamma","api","baja","rolled_back"
8.19,4.81,197,1,79.24,36.97,"Delta","payments","alta","success"
3.67,3.74,236,2,89.03,49.29,"Beta","ui","media","success"
6.8,6.28,235,1,86.85,52.7,"Beta","database","baja","success"
11.45,7.17,235,2,79.32,0.73,"Delta","ui","alta","success"
5.79,4.41,211,2,92,52.96,"Delta","api","baja","success"
1.84,NA,222,0,83.01,5.3,"Beta","api","media","failed"
9.76,5.99,229,0,81.33,20.07,"Delta","api","crítica","success"
5.45,NA,219,4,81.82,33.45,"Beta","auth","baja","failed"
25.96,4.78,238,NA,61.53,37.74,"Beta","notifications","crítica","rolled_back"
5.36,5.82,205,0,88.65,4.15,"Delta","api","media","success"
8.34,NA,226,1,74.1,NA,"Gamma","api","baja","failed"
13.29,6.61,217,1,91.85,34.89,"Gamma","ui","baja","success"
25.3,4.36,224,NA,88.64,6.13,"Alpha","auth","baja","rolled_back"
15.89,4.59,220,2,90.53,52.79,"Gamma","database","media","success"
4.98,5.1,231,3,75.6,15.11,"Beta","api","media","success"
7.04,9.22,207,1,79.11,5.17,"Gamma","api","media","success"
12.76,1.16,214,1,88.46,49.16,"Gamma","api","media","success"
9.85,4,233,0,57.95,62.54,"Beta","ui","baja","success"
6.88,6.23,211,1,42.49,0.85,"Beta","auth","baja","success"
17.48,1.93,213,1,94.89,3.37,"Gamma","api","baja","success"
5.96,1.21,218,1,98.32,10.75,"Delta","auth","crítica","success"
9.49,3.2,220,2,68.3,3.82,"Delta","auth","media","success"
3.89,2.78,240,1,83.3,5.22,"Beta","auth","media","success"
11.76,4.53,211,2,81.76,19.33,"Gamma","api","baja","success"
9.85,6.11,203,1,71.68,7.76,"Beta","notifications","baja","success"
18.51,5.85,240,4,89.55,32.9,"Alpha","database","baja","success"
9.34,7.06,239,0,60.08,43.47,"Gamma","api","baja","success"
3.81,7.02,199,2,86.02,39.53,"Alpha","ui","baja","success"
13.81,1.93,203,2,73.24,31.34,"Alpha","auth","crítica","success"
13.32,3.9,211,0,82.99,29.7,"Delta","payments","media","success"
8.63,1.84,197,0,92.9,17.66,"Delta","api","baja","success"
15.39,5.09,229,1,85.36,60.76,"Alpha","ui","baja","success"
10.17,15.27,209,3,88.9,0.8,"Delta","api","media","success"
10.24,5.81,249,1,81.75,15.45,"Delta","auth","baja","success"
3.67,1.84,219,2,81.23,24.06,"Beta","auth","media","success"
13.79,3.63,237,2,77.6,1.34,"Gamma","ui","baja","success"
8.45,3.35,201,0,90.5,24.93,"Gamma","api","baja","success"
17.28,10.52,195,3,89.85,81.39,"Delta","notifications","alta","success"
8,5.21,236,0,46.09,71.46,"Delta","database","baja","success"
13.16,5.77,240,3,62.29,6.1,"Gamma","api","baja","success"
5.58,7.24,231,0,62.65,10.24,"Beta","ui","alta","success"
15.18,7.26,199,1,81.13,40.6,"Delta","api","media","success"
10.1,10.5,234,2,68.42,23.83,"Alpha","api","crítica","success"
6.04,8.4,225,0,68.27,5.2,"Delta","database","alta","success"
9.13,9.83,221,1,60.45,122.42,"Alpha","payments","baja","success"
11.51,NA,228,1,89.22,7.97,"Gamma","api","media","failed"
4.48,NA,242,2,83.26,NA,"Beta","api","baja","failed"
13.18,10.2,233,1,76.13,12.56,"Beta","api","baja","success"
7.23,4.13,210,0,86.75,41.27,"Gamma","api","media","success"
5.8,9.25,215,0,45.38,10.33,"Delta","database","media","success"
14.84,9.31,207,1,70.66,57.5,"Beta","api","baja","success"
10.6,4.65,219,3,69.08,86.35,"Beta","auth","baja","success"
11.24,6.24,205,0,55.02,53.47,"Gamma","api","baja","success"
9.45,6.84,238,1,97.18,6.5,"Alpha","database","media","success"
8.11,11.48,228,2,92.49,4.1,"Alpha","auth","media","success"
13.05,5.44,237,3,96.39,11.26,"Beta","auth","media","success"
12.63,6.05,253,1,59.68,11.73,"Beta","ui","baja","success"
11.38,2.57,236,2,64.79,27.95,"Gamma","api","alta","success"
13.43,4.31,221,1,89.36,49.63,"Delta","ui","baja","success"
11.77,NA,203,2,76.77,NA,"Alpha","auth","alta","failed"
9.36,6.28,228,2,79.58,11.67,"Beta","ui","alta","success"
6.35,4.27,209,0,83.69,31.11,"Delta","auth","baja","success"
4.99,5.43,234,1,60.78,68.1,"Beta","ui","baja","success"
18.76,2.73,222,2,80.73,13.71,"Delta","database","media","rolled_back"
24.73,2.72,238,0,88.91,15.11,"Gamma","database","media","success"
23.1,2.89,204,2,86.34,10.67,"Delta","api","baja","success"
7.08,5.46,200,2,87.93,11.75,"Gamma","payments","media","success"
18.17,6.61,219,0,78.57,28.91,"Alpha","ui","baja","success"
14.71,NA,220,0,90.1,NA,"Gamma","database","alta","failed"
5.87,2.05,200,1,69.63,42.84,"Beta","api","media","success"
7.25,7.63,207,0,92.31,17.26,"Alpha","database","baja","success"
13.76,2.64,209,3,66.16,64.28,"Beta","ui","baja","success"
9.64,NA,232,2,49.84,14.58,"Delta","api","crítica","failed"
4.61,NA,217,0,57.43,53.18,"Beta","notifications","baja","failed"
9.38,2.83,223,1,68.56,12.2,"Beta","api","alta","success"
15.76,4.67,232,2,45.59,13.43,"Alpha","api","crítica","success"
14.75,8.53,239,0,71.99,35.03,"Alpha","api","media","success"
11.54,NA,239,0,90.76,NA,"Delta","ui","media","failed"
9.2,NA,237,2,52.04,8.58,"Beta","ui","alta","failed"
